rating,playback_used,ebird_code,channels,date,duration,filename,species,title,secondary_labels,bird_seen,sci_name,location,latitude,sampling_rate,type,elevation,bitrate_of_mp3,file_type,background,xc_id,url,country,author,primary_label,longitude,time,recordist,license
5.0,no,eucdov,2 (stereo),2020-03-11,4,XC541433.mp3,Eurasian Collared Dove,XC541433 Eurasian Collared Dove (Streptopelia decaocto),[],no,Streptopelia decaocto,"Santa Maria, Mato Santo Espírito(near  Tavira), Tavira, Faro",37.1379,48000 (Hz),flight call,30 m,320000 (bps),mp3,,541433,https://www.xeno-canto.org/541433,Portugal,Nelson Conceição,Streptopelia decaocto_Eurasian Collared Dove,-7.6303,06:52,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,eucdov,2 (stereo),2020-03-29,8,XC540956.mp3,Eurasian Collared Dove,XC540956 Eurasian Collared Dove (Streptopelia decaocto),[],yes,Streptopelia decaocto,"Sa Cabaneta, Illes Balears",39.6133,48000 (Hz),song,90 m,320000 (bps),mp3,,540956,https://www.xeno-canto.org/540956,Spain,Daniel Hinckley,Streptopelia decaocto_Eurasian Collared Dove,2.741,10:30,Daniel Hinckley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,eucdov,2 (stereo),2020-03-28,12,XC539220.mp3,Eurasian Collared Dove,XC539220 Eurasian Collared Dove (Streptopelia decaocto decaocto),[],no,Streptopelia decaocto,"IJsselstein, IJsselstein, Utrecht",52.0149,44100 (Hz),song,0 m,219158 (bps),mp3,,539220,https://www.xeno-canto.org/539220,Netherlands,Albert Noorlander,Streptopelia decaocto_Eurasian Collared Dove,5.0379,07:37,Albert Noorlander,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,eucdov,2 (stereo),2020-03-28,4,XC539218.mp3,Eurasian Collared Dove,XC539218 Eurasian Collared Dove (Streptopelia decaocto decaocto),[],no,Streptopelia decaocto,"IJsselstein, IJsselstein, Utrecht",52.0149,44100 (Hz),call,0 m,228373 (bps),mp3,,539218,https://www.xeno-canto.org/539218,Netherlands,Albert Noorlander,Streptopelia decaocto_Eurasian Collared Dove,5.0378,07:36,Albert Noorlander,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,eucdov,2 (stereo),2020-03-20,14,XC539178.mp3,Eurasian Collared Dove,XC539178 Eurasian Collared Dove (Streptopelia decaocto),[],yes,Streptopelia decaocto,"Panazol, Haute-Vienne, Nouvelle-Aquitaine",45.8271,44100 (Hz),song,300 m,205339 (bps),mp3,,539178,https://www.xeno-canto.org/539178,France,MERCIER Christophe,Streptopelia decaocto_Eurasian Collared Dove,1.2930000000000001,14:20,MERCIER Christophe,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,eucdov,2 (stereo),2020-03-26,5,XC538949.mp3,Eurasian Collared Dove,XC538949 Eurasian Collared Dove (Streptopelia decaocto),[],no,Streptopelia decaocto,"Tychy Hetmańska (near  Tychy), Tychy, śląskie",50.1191,48000 (Hz),flight call,260 m,320000 (bps),mp3,,538949,https://www.xeno-canto.org/538949,Poland,Ireneusz Oleksik,Streptopelia decaocto_Eurasian Collared Dove,18.9721,16:43,Ireneusz Oleksik,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,eucdov,2 (stereo),2020-03-24,21,XC537820.mp3,Eurasian Collared Dove,XC537820 Eurasian Collared Dove (Streptopelia decaocto),[],yes,Streptopelia decaocto,"Ville-d'Avray, Hauts-de-Seine, Île-de-France",48.8205,48000 (Hz),song,130 m,320000 (bps),mp3,,537820,https://www.xeno-canto.org/537820,France,Stanislas Wroza,Streptopelia decaocto_Eurasian Collared Dove,2.1781,06:30,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,eucdov,2 (stereo),2020-03-15,4,XC534792.mp3,Eurasian Collared Dove,XC534792 Eurasian Collared Dove (Streptopelia decaocto),[],no,Streptopelia decaocto,"Tychy Hetmańska (near  Tychy), Tychy, śląskie",50.1191,48000 (Hz),flight call,260 m,320000 (bps),mp3,,534792,https://www.xeno-canto.org/534792,Poland,Ireneusz Oleksik,Streptopelia decaocto_Eurasian Collared Dove,18.9721,15:07,Ireneusz Oleksik,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.5,no,eucdov,2 (stereo),2020-02-21,17,XC530699.mp3,Eurasian Collared Dove,XC530699 Eurasian Collared Dove (Streptopelia decaocto),"['Serinus serinus_European Serin', 'Passer domesticus_House Sparrow']",no,Streptopelia decaocto,"Santa Maria, Mato Santo Espírito(near  Tavira), Tavira, Faro",37.1379,48000 (Hz),song,30 m,320000 (bps),mp3,European Serin (Serinus serinus); House Sparrow (Passer domesticus),530699,https://www.xeno-canto.org/530699,Portugal,Nelson Conceição,Streptopelia decaocto_Eurasian Collared Dove,-7.6303,07:01,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.5,no,eucdov,2 (stereo),2020-02-21,7,XC530697.mp3,Eurasian Collared Dove,XC530697 Eurasian Collared Dove (Streptopelia decaocto),"['Serinus serinus_European Serin', 'Passer domesticus_House Sparrow', 'Turdus merula_Eurasian Blackbird']",no,Streptopelia decaocto,"Santa Maria, Mato Santo Espírito(near  Tavira), Tavira, Faro",37.1379,48000 (Hz),song,30 m,320000 (bps),mp3,European Serin (Serinus serinus); House Sparrow (Passer domesticus); Eurasian Blackbird (Turdus merula),530697,https://www.xeno-canto.org/530697,Portugal,Nelson Conceição,Streptopelia decaocto_Eurasian Collared Dove,-7.6303,07:00,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.5,no,eucdov,1 (mono),2020-02-23,27,XC529237.mp3,Eurasian Collared Dove,XC529237 Eurasian Collared Dove (Streptopelia decaocto),"['Fringilla coelebs_Common Chaffinch', 'Erithacus rubecula_European Robin', 'Passer domesticus_House Sparrow', 'Erithacus rubecula_European Robin']",yes,Streptopelia decaocto,"Hermeray, Yvelines, Île-de-France",48.6374,48000 (Hz),song,140 m,66887 (bps),mp3,Common Chaffinch (Fringilla coelebs); European Robin (Erithacus rubecula); House Sparrow (Passer domesticus); European Robin (Erithacus rubecula),529237,https://www.xeno-canto.org/529237,France,Tanguy Loïs,Streptopelia decaocto_Eurasian Collared Dove,1.6741,08:30,Tanguy Loïs,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,eucdov,2 (stereo),2020-02-09,3,XC526107.mp3,Eurasian Collared Dove,XC526107 Eurasian Collared Dove (Streptopelia decaocto),[],no,Streptopelia decaocto,"Tychy Hetmańska (near  Tychy), Tychy, śląskie",50.1191,48000 (Hz),call,260 m,320000 (bps),mp3,,526107,https://www.xeno-canto.org/526107,Poland,Ireneusz Oleksik,Streptopelia decaocto_Eurasian Collared Dove,18.9721,07:29,Ireneusz Oleksik,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.5,no,eucdov,2 (stereo),2020-01-17,23,XC522042.mp3,Eurasian Collared Dove,XC522042 Eurasian Collared Dove (Streptopelia decaocto),['Turdus merula_Eurasian Blackbird'],yes,Streptopelia decaocto,"Luz de Tavira, Tavira, Faro",37.0705,48000 (Hz),song,0 m,320000 (bps),mp3,Eurasian Blackbird (Turdus merula),522042,https://www.xeno-canto.org/522042,Portugal,Nelson Conceição,Streptopelia decaocto_Eurasian Collared Dove,-7.7196,14:56,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.5,no,eucdov,2 (stereo),2020-01-17,102,XC522041.mp3,Eurasian Collared Dove,XC522041 Eurasian Collared Dove (Streptopelia decaocto),"['Sylvia atricapilla_Eurasian Blackcap', 'Turdus merula_Eurasian Blackbird', 'Turdus philomelos_Song Thrush', 'Sylvia melanocephala_Sardinian Warbler', 'Passer domesticus_House Sparrow']",yes,Streptopelia decaocto,"Luz de Tavira, Tavira, Faro",37.0705,48000 (Hz),song,0 m,320000 (bps),mp3,Eurasian Blackcap (Sylvia atricapilla); Eurasian Blackbird (Turdus merula); Song Thrush (Turdus philomelos); Sardinian Warbler (Sylvia melanocephala); House Sparrow (Passer domesticus),522041,https://www.xeno-canto.org/522041,Portugal,Nelson Conceição,Streptopelia decaocto_Eurasian Collared Dove,-7.7196,14:54,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,eucdov,2 (stereo),2020-01-12,6,XC519525.mp3,Eurasian Collared Dove,XC519525 Eurasian Collared Dove (Streptopelia decaocto),[],no,Streptopelia decaocto,"Tychy Hetmańska (near  Tychy), Tychy, śląskie",50.1191,48000 (Hz),flight call,260 m,320000 (bps),mp3,,519525,https://www.xeno-canto.org/519525,Poland,Ireneusz Oleksik,Streptopelia decaocto_Eurasian Collared Dove,18.9721,08:22,Ireneusz Oleksik,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,eucdov,2 (stereo),2020-01-04,19,XC518421.mp3,Eurasian Collared Dove,XC518421 Eurasian Collared Dove (Streptopelia decaocto),[],,Streptopelia decaocto,"Estany d'Ivars-Vilasana, El Pla d'Urgell, Catalunya",41.681000000000004,48000 (Hz),call,240 m,185497 (bps),mp3,,518421,https://www.xeno-canto.org/518421,Spain,Sean Ronayne,Streptopelia decaocto_Eurasian Collared Dove,0.9549,10:30,Sean Ronayne,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,eucdov,2 (stereo),2020-01-01,5,XC514762.mp3,Eurasian Collared Dove,XC514762 Eurasian Collared Dove (Streptopelia decaocto),[],no,Streptopelia decaocto,"Tychy Hetmańska (near  Tychy), Tychy, śląskie",50.1191,48000 (Hz),flight call,260 m,320000 (bps),mp3,,514762,https://www.xeno-canto.org/514762,Poland,Ireneusz Oleksik,Streptopelia decaocto_Eurasian Collared Dove,18.9721,07:53,Ireneusz Oleksik,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,eucdov,1 (mono),2019-11-19,70,XC509335.mp3,Eurasian Collared Dove,XC509335 Eurasian Collared Dove (Streptopelia decaocto xanthocycla),[],yes,Streptopelia decaocto,"Nyaung-U, Mandalay Region",21.1214,48000 (Hz),"call, song",70 m,320000 (bps),mp3,,509335,https://www.xeno-canto.org/509335,Myanmar,Greg Irving,Streptopelia decaocto_Eurasian Collared Dove,94.8581,16:44,Greg Irving,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,eucdov,1 (mono),2019-11-19,164,XC509319.mp3,Eurasian Collared Dove,XC509319 Eurasian Collared Dove (Streptopelia decaocto xanthocycla),[],yes,Streptopelia decaocto,"Nyaung-U, Mandalay Region",21.1214,48000 (Hz),song,70 m,320000 (bps),mp3,,509319,https://www.xeno-canto.org/509319,Myanmar,Greg Irving,Streptopelia decaocto_Eurasian Collared Dove,94.8581,17:13,Greg Irving,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.5,no,eucdov,2 (stereo),2019-07-08,23,XC491909.mp3,Eurasian Collared Dove,XC491909 Eurasian Collared Dove (Streptopelia decaocto),['Parus major_Great Tit'],yes,Streptopelia decaocto,"Heiligenberg (Heidelberg), Karlsruhe, Baden-Württemberg",49.4258,44100 (Hz),song,440 m,128000 (bps),mp3,Great Tit (Parus major),491909,https://www.xeno-canto.org/491909,Germany,Jorge Leitão,Streptopelia decaocto_Eurasian Collared Dove,8.7058,05:09,Jorge Leitão,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.5,no,eucdov,2 (stereo),2019-02-01,74,XC454592.mp3,Eurasian Collared Dove,XC454592 Eurasian Collared Dove (Streptopelia decaocto),['Columba palumbus_Common Wood-Pigeon'],yes,Streptopelia decaocto,"Estany d'Ivars-Vilasana, El Pla d'Urgell, Catalunya",41.681000000000004,44100 (Hz),song,240 m,160000 (bps),mp3,Common Wood-Pigeon (Columba palumbus),454592,https://www.xeno-canto.org/454592,Spain,Jordi Calvet,Streptopelia decaocto_Eurasian Collared Dove,0.9549,12:00,Jordi Calvet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.5,no,eucdov,2 (stereo),2014-06-29,39,XC211240.mp3,Eurasian Collared Dove,XC211240 Eurasian Collared Dove (Streptopelia decaocto),"['Carduelis carduelis_European Goldfinch', 'Passer domesticus_House Sparrow', 'Columba palumbus_Common Wood-Pigeon', 'Apus apus_Common Swift']",yes,Streptopelia decaocto,"Sandown, Isle of Wight, England",50.6577,44100 (Hz),song,10 m,160000 (bps),mp3,European Goldfinch (Carduelis carduelis); House Sparrow (Passer domesticus); Common Wood-Pigeon (Columba palumbus); Common Swift (Apus apus),211240,https://www.xeno-canto.org/211240,United Kingdom,Eetu Paljakka,Streptopelia decaocto_Eurasian Collared Dove,-1.1495,06:03,Eetu Paljakka,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.5,no,eucdov,2 (stereo),2020-07-06,7,XC573942.mp3,Eurasian Collared Dove,XC573942 Eurasian Collared Dove (Streptopelia decaocto),"['Apus apus_Common Swift', 'Passer domesticus_House Sparrow']",no,Streptopelia decaocto,"Tychy Hetmańska (near  Tychy), Tychy, śląskie",50.1191,48000 (Hz),flight call,260 m,320000 (bps),mp3,Common Swift (Apus apus); House Sparrow (Passer domesticus),573942,https://www.xeno-canto.org/573942,Poland,Ireneusz Oleksik,Streptopelia decaocto_Eurasian Collared Dove,18.9721,05:48,Ireneusz Oleksik,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.0,no,eucdov,1 (mono),2020-06-20,28,XC570544.mp3,Eurasian Collared Dove,XC570544 Eurasian Collared Dove (Streptopelia decaocto),[],yes,Streptopelia decaocto,"Privanzas Los Mochis Ahome, Sinaloa",25.7324,44100 (Hz),"adult, sex uncertain, song",10 m,50226 (bps),mp3,,570544,https://www.xeno-canto.org/570544,Mexico,Manuel Grosselet,Streptopelia decaocto_Eurasian Collared Dove,-109.0271,06:30,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.0,no,eucdov,1 (mono),2020-06-20,107,XC570543.mp3,Eurasian Collared Dove,XC570543 Eurasian Collared Dove (Streptopelia decaocto),[],yes,Streptopelia decaocto,"Privanzas Los Mochis Ahome, Sinaloa",25.7324,44100 (Hz),"adult, sex uncertain, song",10 m,54888 (bps),mp3,,570543,https://www.xeno-canto.org/570543,Mexico,Manuel Grosselet,Streptopelia decaocto_Eurasian Collared Dove,-109.0271,06:30,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.5,no,eucdov,1 (mono),2020-06-20,7,XC570541.mp3,Eurasian Collared Dove,XC570541 Eurasian Collared Dove (Streptopelia decaocto),['Haemorhous mexicanus_House Finch'],yes,Streptopelia decaocto,"Privanzas Los Mochis Ahome, Sinaloa",25.7324,44100 (Hz),"adult, flight call, sex uncertain",10 m,96806 (bps),mp3,House Finch (Haemorhous mexicanus),570541,https://www.xeno-canto.org/570541,Mexico,Manuel Grosselet,Streptopelia decaocto_Eurasian Collared Dove,-109.0271,06:30,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.5,no,eucdov,1 (mono),2020-06-01,46,XC569548.mp3,Eurasian Collared Dove,XC569548 Eurasian Collared Dove (Streptopelia decaocto),"['Fringilla coelebs_Common Chaffinch', 'Pica pica_Eurasian Magpie']",yes,Streptopelia decaocto,"F44 - LA-CHAPELLE-SUR-ERDRE, center",47.301,48000 (Hz),song,30 m,103208 (bps),mp3,Common Chaffinch (Fringilla coelebs); Eurasian Magpie (Pica pica),569548,https://www.xeno-canto.org/569548,France,Olivier SWIFT,Streptopelia decaocto_Eurasian Collared Dove,-1.556,08:11,Olivier SWIFT,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.5,no,eucdov,2 (stereo),2020-06-01,30,XC564091.mp3,Eurasian Collared Dove,XC564091 Eurasian Collared Dove (Streptopelia decaocto),"['Sturnus unicolor_Spotless Starling', 'Apus apus_Common Swift']",no,Streptopelia decaocto,"Valencia city, Comunidad Valenciana",39.4696,44100 (Hz),"nocturnal flight call, song",10 m,320000 (bps),mp3,Spotless Starling (Sturnus unicolor); Common Swift (Apus apus),564091,https://www.xeno-canto.org/564091,Spain,jesus carrion,Streptopelia decaocto_Eurasian Collared Dove,-0.3522,06:45,jesus carrion,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.5,no,eucdov,2 (stereo),2020-05-13,15,XC558467.mp3,Eurasian Collared Dove,XC558467 Eurasian Collared Dove (Streptopelia decaocto),"['Linaria cannabina_Eurasian Linnet', 'Passer domesticus_House Sparrow']",no,Streptopelia decaocto,"Leszno, Leszno, wielkopolskie",51.8663,48000 (Hz),"adult, song",100 m,217726 (bps),mp3,Eurasian Linnet (Linaria cannabina); House Sparrow (Passer domesticus),558467,https://www.xeno-canto.org/558467,Poland,Adrianna Muszyńska,Streptopelia decaocto_Eurasian Collared Dove,16.5773,12:58,Adrianna Muszyńska,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.5,no,eucdov,2 (stereo),2020-04-14,21,XC557020.mp3,Eurasian Collared Dove,XC557020 Eurasian Collared Dove (Streptopelia decaocto),"['Fringilla coelebs_Common Chaffinch', 'Serinus serinus_European Serin', 'Erithacus rubecula_European Robin']",no,Streptopelia decaocto,"San Giovanni in Fiore, Provincia di Cosenza, Calabria",39.266,44100 (Hz),song,1000 m,128000 (bps),mp3,Common Chaffinch (Fringilla coelebs); European Serin (Serinus serinus); European Robin (Erithacus rubecula),557020,https://www.xeno-canto.org/557020,Italy,Gianluca Congi,Streptopelia decaocto_Eurasian Collared Dove,16.7104,17:45,Gianluca Congi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.0,no,eucdov,1 (mono),2019-12-31,28,XC555806.mp3,Eurasian Collared Dove,XC555806 Eurasian Collared Dove (Streptopelia decaocto),[],yes,Streptopelia decaocto,"F44 - LA-CHAPELLE-SUR-ERDRE, center",47.301,44100 (Hz),song,30 m,123398 (bps),mp3,,555806,https://www.xeno-canto.org/555806,France,Olivier SWIFT,Streptopelia decaocto_Eurasian Collared Dove,-1.556,12:41,Olivier SWIFT,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.0,no,eucdov,2 (stereo),2020-04-27,8,XC555425.mp3,Eurasian Collared Dove,XC555425 Eurasian Collared Dove (Streptopelia decaocto),[],yes,Streptopelia decaocto,"Reims, Marne, Grand Est",49.2459,44100 (Hz),"adult, male, song",100 m,131518 (bps),mp3,,555425,https://www.xeno-canto.org/555425,France,Guillaume Bigayon,Streptopelia decaocto_Eurasian Collared Dove,4.0444,10:30,Guillaume Bigayon,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.0,no,eucdov,2 (stereo),2020-03-17,62,XC553935.mp3,Eurasian Collared Dove,XC553935 Eurasian Collared Dove (Streptopelia decaocto),[],yes,Streptopelia decaocto,"Tierra de Barros (near  Hornachos), Badajoz, Extremadura",38.5553,44100 (Hz),"adult, male, song",550 m,320000 (bps),mp3,,553935,https://www.xeno-canto.org/553935,Spain,Eduardo Realinho,Streptopelia decaocto_Eurasian Collared Dove,-6.0661,17:00,Eduardo Realinho,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.5,no,eucdov,2 (stereo),2020-04-19,6,XC547932.mp3,Eurasian Collared Dove,XC547932 Eurasian Collared Dove (Streptopelia decaocto),['Turdus merula_Eurasian Blackbird'],no,Streptopelia decaocto,"Tychy Hetmańska (near  Tychy), Tychy, śląskie",50.1191,48000 (Hz),flight call,260 m,320000 (bps),mp3,Eurasian Blackbird (Turdus merula),547932,https://www.xeno-canto.org/547932,Poland,Ireneusz Oleksik,Streptopelia decaocto_Eurasian Collared Dove,18.9721,07:10,Ireneusz Oleksik,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.0,no,eucdov,2 (stereo),2020-03-19,10,XC541929.mp3,Eurasian Collared Dove,XC541929 Eurasian Collared Dove (Streptopelia decaocto),[],no,Streptopelia decaocto,"Santa Maria, Mato Santo Espírito(near  Tavira), Tavira, Faro",37.1379,48000 (Hz),song,30 m,320000 (bps),mp3,,541929,https://www.xeno-canto.org/541929,Portugal,Nelson Conceição,Streptopelia decaocto_Eurasian Collared Dove,-7.6303,05:46,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.0,no,eucdov,2 (stereo),2020-04-05,11,XC541777.mp3,Eurasian Collared Dove,XC541777 Eurasian Collared Dove (Streptopelia decaocto),[],yes,Streptopelia decaocto,"Frankfurt am Main, Darmstadt, Hessen",50.1374,44100 (Hz),song,130 m,320000 (bps),mp3,,541777,https://www.xeno-canto.org/541777,Germany,brickegickel,Streptopelia decaocto_Eurasian Collared Dove,8.6749,09:00,brickegickel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.0,no,eucdov,2 (stereo),2020-04-05,32,XC541770.mp3,Eurasian Collared Dove,XC541770 Eurasian Collared Dove (Streptopelia decaocto),[],yes,Streptopelia decaocto,"Frankfurt am Main, Darmstadt, Hessen",50.1281,44100 (Hz),song,120 m,320000 (bps),mp3,,541770,https://www.xeno-canto.org/541770,Germany,brickegickel,Streptopelia decaocto_Eurasian Collared Dove,8.6846,08:00,brickegickel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.5,no,eucdov,2 (stereo),2020-03-12,93,XC541520.mp3,Eurasian Collared Dove,XC541520 Eurasian Collared Dove (Streptopelia decaocto),"['Serinus serinus_European Serin', 'Passer domesticus_House Sparrow', 'Turdus merula_Eurasian Blackbird']",no,Streptopelia decaocto,"Santa Maria, Mato Santo Espírito(near  Tavira), Tavira, Faro",37.1379,48000 (Hz),song,30 m,320000 (bps),mp3,European Serin (Serinus serinus); House Sparrow (Passer domesticus); Eurasian Blackbird (Turdus merula),541520,https://www.xeno-canto.org/541520,Portugal,Nelson Conceição,Streptopelia decaocto_Eurasian Collared Dove,-7.6303,06:37,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.0,,eucdov,2 (stereo),2020-03-29,17,XC539836.mp3,Eurasian Collared Dove,XC539836 Eurasian Collared Dove (Streptopelia decaocto),[],yes,Streptopelia decaocto,"Vallès Oriental (near  Granollers), Barcelona, Catalunya",41.6062,44100 (Hz),song,140 m,128000 (bps),mp3,,539836,https://www.xeno-canto.org/539836,Spain,Jordi Morote,Streptopelia decaocto_Eurasian Collared Dove,2.2811,16:00,Jordi Morote,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.5,no,eucdov,2 (stereo),2020-03-29,13,XC539472.mp3,Eurasian Collared Dove,XC539472 Eurasian Collared Dove (Streptopelia decaocto),"['Fringilla coelebs_Common Chaffinch', 'Phoenicurus ochruros_Black Redstart', 'Pica pica_Eurasian Magpie', 'Passer domesticus_House Sparrow']",no,Streptopelia decaocto,"Tychy Hetmańska (near  Tychy), Tychy, śląskie",50.1191,48000 (Hz),song,260 m,320000 (bps),mp3,Common Chaffinch (Fringilla coelebs); Black Redstart (Phoenicurus ochruros); Eurasian Magpie (Pica pica); House Sparrow (Passer domesticus),539472,https://www.xeno-canto.org/539472,Poland,Ireneusz Oleksik,Streptopelia decaocto_Eurasian Collared Dove,18.9721,05:22,Ireneusz Oleksik,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.0,no,eucdov,2 (stereo),2020-03-24,3,XC537816.mp3,Eurasian Collared Dove,XC537816 Eurasian Collared Dove (Streptopelia decaocto),[],yes,Streptopelia decaocto,"Ville-d'Avray, Hauts-de-Seine, Île-de-France",48.8205,48000 (Hz),wing beats,130 m,320000 (bps),mp3,,537816,https://www.xeno-canto.org/537816,France,Stanislas Wroza,Streptopelia decaocto_Eurasian Collared Dove,2.1781,06:30,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.0,no,eucdov,2 (stereo),2020-03-24,3,XC537764.mp3,Eurasian Collared Dove,XC537764 Eurasian Collared Dove (Streptopelia decaocto),[],no,Streptopelia decaocto,"IJsselstein, IJsselstein, Utrecht",52.0149,44100 (Hz),call,0 m,233806 (bps),mp3,,537764,https://www.xeno-canto.org/537764,Netherlands,Albert Noorlander,Streptopelia decaocto_Eurasian Collared Dove,5.0379,07:45,Albert Noorlander,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.5,no,eucdov,1 (mono),2020-02-27,100,XC534194.mp3,Eurasian Collared Dove,XC534194 Eurasian Collared Dove (Streptopelia decaocto),"['Chamaea fasciata_Wrentit', 'Colaptes auratus_Northern Flicker', 'Callipepla californica_California Quail', ""Spinus lawrencei_Lawrence's Goldfinch""]",no,Streptopelia decaocto,"Otay Mountain, near Dulzura, San Diego County, California",32.6003,48000 (Hz),song,1000 m,128000 (bps),mp3,Wrentit (Chamaea fasciata); Northern Flicker (Colaptes auratus); California Quail (Callipepla californica); Lawrence's Goldfinch (Spinus lawrencei),534194,https://www.xeno-canto.org/534194,United States,Paul Marvin,Streptopelia decaocto_Eurasian Collared Dove,-116.8419,07:38,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.5,no,eucdov,2 (stereo),2020-02-24,2,XC533290.mp3,Eurasian Collared Dove,XC533290 Eurasian Collared Dove (Streptopelia decaocto),['Carduelis carduelis_European Goldfinch'],no,Streptopelia decaocto,"Santa Maria, Mato Santo Espírito(near  Tavira), Tavira, Faro",37.1379,48000 (Hz),flight call,30 m,320000 (bps),mp3,European Goldfinch (Carduelis carduelis),533290,https://www.xeno-canto.org/533290,Portugal,Nelson Conceição,Streptopelia decaocto_Eurasian Collared Dove,-7.6303,08:42,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.5,no,eucdov,2 (stereo),2020-02-24,6,XC533282.mp3,Eurasian Collared Dove,XC533282 Eurasian Collared Dove (Streptopelia decaocto),['Carduelis carduelis_European Goldfinch'],no,Streptopelia decaocto,"Santa Maria, Mato Santo Espírito(near  Tavira), Tavira, Faro",37.1379,48000 (Hz),flight call,30 m,320000 (bps),mp3,European Goldfinch (Carduelis carduelis),533282,https://www.xeno-canto.org/533282,Portugal,Nelson Conceição,Streptopelia decaocto_Eurasian Collared Dove,-7.6303,08:09,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.0,no,eucdov,2 (stereo),2019-04-19,27,XC531295.mp3,Eurasian Collared Dove,XC531295 Eurasian Collared Dove (Streptopelia decaocto),[],yes,Streptopelia decaocto,"2310 North Wygant Street, North Portland, Multnomah County, Oregon",45.5575,44100 (Hz),"call, wing noise",60 m,320000 (bps),mp3,,531295,https://www.xeno-canto.org/531295,United States,Thomas Magarian,Streptopelia decaocto_Eurasian Collared Dove,-122.6912,09:56,Thomas Magarian,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.5,no,eucdov,2 (stereo),2020-02-09,9,XC526029.mp3,Eurasian Collared Dove,XC526029 Eurasian Collared Dove (Streptopelia decaocto),['Passer domesticus_House Sparrow'],no,Streptopelia decaocto,"Tychy Hetmańska (near  Tychy), Tychy, śląskie",50.1191,48000 (Hz),flight call,260 m,320000 (bps),mp3,House Sparrow (Passer domesticus),526029,https://www.xeno-canto.org/526029,Poland,Ireneusz Oleksik,Streptopelia decaocto_Eurasian Collared Dove,18.9721,07:27,Ireneusz Oleksik,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
